Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-04,824554,2026-09-04T23:40:00Z,Scheduled,Rate Field,Minnesota Twins @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,Minnesota Twins,1B,L,No,,105,460,376,80,14,0,29,72,59,81,2,157,0.213,0.354,0.481,0.835,12,54,43,5,0,0.116,0.0,27,121,98,13,5,0.133,0.0413,419,107,11.2,32.6,52.1,26.8,20.6,18.6,25.8,54.2,26.7,7.5,3.9,7.5,54.4,86.0,20.6,0.779,72.4,98.9,113.9,45.4,11.3,9.5,44.4,51.7,Average,3.0,Pull Power,A-,Elevated power plane,51.7,Average,1.005,Good,10.3,65.2,97.5,0.706,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,39.0,10.0,Strong positive regression,Average Pull Power profile. 11.2% barrel rate; 86.0 mph average exit velocity; 25.8% air-ball rate; 54.2% pull-air rate; 7.5% HR-launch rate.,0.063,0.0566,4.09,55,15,13.0,4.24,424.2,Very long drought,805673.0,Zebby Matthews,R,LHB vs RHP,19,19,112.0,4.58,1.26,19,1.53,7.47,2.57,620.0,6.5,27.1,13.7,47.9,31.0,85.0,96.4,112.8,0.55,19.0,79.8,100.0,0.854,11.9,4-Seam Fastball,L,LHB vs RHP,66.8,316,0.228,0.367,0.533,0.9,23,55,103,0.0728,13.4,0.84,265,0.0377,7.2,0.578,7,7,1,1/7,0.143,0.143,0.571,0.714,1,0,2,68.2,Slight Hitter Advantage,Above average,51.2,5,Pitch-level Statcast · last 5 MLB games,475,4-Seam Fastball,34.526315789473685,164.0,Slider,22.526315789473685,107.0,Changeup,13.894736842105264,66.0,Cutter,13.263157894736842,63.0,Curveball,10.105263157894736,48.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.06,0.99,69.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,66.8,46.2,79.8,67.4,50.0,45.0,62.9,10.35,0.808,1.069,1.025,1.0,1.005,1.005,1.06,21.21,15.14,85.0,46.9,C-,Lineup unconfirmed,Sinker,5.684210526315789,27.0,,,
2,2026-09-04,824146,2026-09-05T00:10:00Z,Scheduled,Daikin Park,Arizona Diamondbacks @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Arizona Diamondbacks,DH,L,No,,139,609,497,157,29,1,37,92,94,97,10,106,0.316,0.433,0.602,1.035,12,52,39,10,1,0.256,0.0192,25,105,83,21,2,0.253,0.019,753,132,7.9,30.5,50.3,17.5,31.8,19.7,33.1,45.8,32.4,8.4,5.1,8.4,44.4,86.0,23.1,0.726,75.0,98.3,118.5,57.4,15.3,17.0,38.8,50.7,Average,3.0,Pull Power,A-,Elevated power plane,50.7,Average,1.002,Good,5.3,46.3,97.5,0.53,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,53.51,16.51,Strong positive regression,Average Pull Power profile. 7.9% barrel rate; 86.0 mph average exit velocity; 33.1% air-ball rate; 45.8% pull-air rate; 8.4% HR-launch rate.,0.0608,0.056,4.25,16,5,13.4,1.19,119.1,Near normal interval,518876.0,Merrill Kelly,R,LHB vs RHP,25,25,141.2,5.08,1.48,26,1.65,6.04,4.07,814.0,7.9,28.7,15.0,47.5,31.2,83.8,96.8,114.6,0.65,26.0,73.8,99.6,0.847,9.0,Changeup,L,LHB vs RHP,66.2,445,0.336,0.467,0.647,1.114,28,83,79,0.0629,9.6,0.861,378,0.0476,8.4,0.679,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,0,64.8,Slight Hitter Advantage,Above average,46.0,5,Pitch-level Statcast · last 5 MLB games,436,4-Seam Fastball,31.422018348623855,137.0,Changeup,30.504587155963304,133.0,Curveball,11.238532110091743,49.0,Cutter,8.944954128440367,39.0,Slider,8.944954128440367,39.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.048,1.004,67.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,66.2,55.2,73.8,51.1,50.0,45.0,61.9,9.79,0.758,1.088,1.025,1.08,1.002,1.082,1.0,21.73,14.82,85.0,43.4,C-,Lineup unconfirmed,Sinker,8.486238532110091,37.0,Pitch Out,0.45871559633027525,2.0
3,2026-09-04,824067,2026-09-05T00:10:00Z,Scheduled,Kauffman Stadium,Toronto Blue Jays @ Kansas City Royals,Home,695506,Jac Caglianone,Kansas City Royals,Toronto Blue Jays,RF,L,No,,129,505,469,133,27,2,23,66,69,30,5,131,0.284,0.333,0.497,0.83,9,40,39,14,1,0.359,0.025,23,95,91,37,5,0.407,0.0526,636,120,8.3,35.7,57.1,20.3,22.5,13.4,28.4,53.1,29.2,5.8,3.5,5.8,45.7,86.8,11.1,0.716,74.8,100.6,115.5,66.1,13.9,21.2,41.8,54.4,Average,3.0,Pull Power,A,Excellent HR swing plane,54.4,Average,1.012,Good,8.3,62.2,101.2,0.734,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,46.83,23.83,Strong positive regression,Average Pull Power profile. 8.3% barrel rate; 86.8 mph average exit velocity; 28.4% air-ball rate; 53.1% pull-air rate; 5.8% HR-launch rate.,0.0455,0.0429,4.09,25,6,20.4,1.23,122.6,Near normal interval,592791.0,Jameson Taillon,R,LHB vs RHP,17,17,84.0,5.68,1.37,26,2.79,8.04,3.43,449.0,8.5,24.3,21.6,48.0,33.6,82.8,95.4,112.4,0.681,26.0,53.3,99.7,0.668,7.8,4-Seam Fastball,L,LHB vs RHP,66.9,348,0.29,0.351,0.511,0.862,16,29,86,0.046,9.7,0.752,189,0.0741,9.2,0.717,0,0,0,0/0,,,,,0,0,0,58.8,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,320,4-Seam Fastball,23.4375,75.0,Changeup,18.75,60.0,Cutter,17.1875,55.0,Curveball,16.25,52.0,Sweeper,14.6875,47.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.007,1.01,69.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,66.9,58.2,53.3,70.5,50.0,45.0,61.8,9.72,0.949,1.2,1.025,1.0,1.012,1.012,1.0,16.43,14.1,84.6,39.3,D+,Lineup unconfirmed,Sinker,9.6875,31.0,,,
4,2026-09-04,824311,2026-09-05T00:40:00Z,Scheduled,Coors Field,St. Louis Cardinals @ Colorado Rockies,Away,695491,Joshua Báez,St. Louis Cardinals,Colorado Rockies,LF,R,No,,19,69,62,13,4,0,6,10,14,3,3,24,0.21,0.275,0.565,0.84,11,36,34,8,2,0.235,0.0556,19,69,62,13,6,0.21,0.087,73,73,9.6,31.5,48.6,24.3,27.0,20.5,30.1,36.4,30.1,12.3,9.6,12.3,85.7,85.2,23.1,0.781,75.8,98.3,111.9,70.7,17.8,17.9,56.9,54.5,Average,3.0,Balanced Power,A-,Elevated power plane,54.5,Average,1.013,Good,9.6,36.4,98.3,0.781,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,6.04,0.04,Near expected,Average Balanced Power profile. 9.6% barrel rate; 85.2 mph average exit velocity; 30.1% air-ball rate; 36.4% pull-air rate; 12.3% HR-launch rate.,0.087,0.0521,4.09,5,2,10.3,0.48,48.4,Recently homered,663372.0,Ryan Feltner,R,RHB vs RHP,21,20,101.2,5.84,1.55,19,1.68,6.73,3.98,583.0,6.9,24.7,16.5,50.9,27.4,82.8,95.0,111.1,0.592,19.0,75.1,92.6,0.797,12.2,4-Seam Fastball,R,RHB vs RHP,48.6,33,0.133,0.182,0.3,0.482,1,2,12,0.0303,5.9,0.682,213,0.0469,6.3,0.593,0,0,0,0/0,,,,,0,0,0,58.2,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,441,4-Seam Fastball,30.158730158730158,133.0,Changeup,23.356009070294785,103.0,Slider,17.687074829931973,78.0,Sinker,15.873015873015873,70.0,Curveball,7.936507936507937,35.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.05,0.994,54.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.6,48.9,75.1,52.8,82.4,45.0,58.2,7.98,1.135,1.093,0.985,1.03,1.013,1.043,1.0,19.64,17.64,62.4,39.8,D+,Small season sample; Lineup unconfirmed,Sweeper,4.988662131519274,22.0,,,
5,2026-09-04,823338,2026-09-04T22:45:00Z,Scheduled,PNC Park,Los Angeles Angels @ Pittsburgh Pirates,Home,665833,Oneil Cruz,Pittsburgh Pirates,Los Angeles Angels,CF,L,No,,78,343,300,81,11,1,17,54,58,40,3,118,0.27,0.362,0.483,0.845,11,48,41,12,1,0.293,0.0208,14,60,50,15,3,0.3,0.05,347,61,9.8,29.4,51.7,24.7,22.9,12.3,23.9,50.6,27.7,7.2,4.1,7.2,50.0,84.2,12.8,0.786,76.0,98.0,117.2,67.1,12.2,12.2,37.1,50.2,Average,3.0,Pull Power,A,Excellent HR swing plane,50.2,Average,1.001,Good,9.8,53.8,94.1,0.757,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.82,10.82,Strong positive regression,Average Pull Power profile. 9.8% barrel rate; 84.2 mph average exit velocity; 23.9% air-ball rate; 50.6% pull-air rate; 7.2% HR-launch rate.,0.0496,0.045,4.09,27,7,17.6,1.53,153.0,Above normal drought,696270.0,Ryan Johnson,R,LHB vs RHP,17,14,72.1,5.47,1.42,16,1.99,6.47,4.48,421.0,6.2,24.2,19.0,39.8,29.9,82.4,94.8,113.6,0.572,16.0,67.5,100.0,0.787,8.9,Cutter,L,LHB vs RHP,58.5,234,0.254,0.359,0.483,0.842,13,31,74,0.0556,9.6,0.802,185,0.0486,6.2,0.54,1,1,1,1/1,1.0,1.0,1.0,2.0,0,0,0,60.2,Slight Hitter Advantage,Above average,51.2,5,Pitch-level Statcast · last 5 MLB games,423,Cutter,48.463356973995275,205.0,Sweeper,25.53191489361702,108.0,Split-Finger,15.130023640661939,64.0,Sinker,10.874704491725769,46.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.035,0.987,67.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.5,38.6,67.5,59.6,50.0,45.0,57.2,7.59,0.902,1.142,1.025,1.0,1.001,1.001,1.035,17.17,12.73,81.3,38.2,D+,Lineup unconfirmed,,,,,,
6,2026-09-04,823093,2026-09-05T02:10:00Z,Scheduled,T-Mobile Park,Athletics @ Seattle Mariners,Home,663728,Cal Raleigh,Seattle Mariners,Athletics,C,S,No,,106,442,377,65,10,0,20,36,56,59,3,139,0.172,0.287,0.358,0.645,11,46,39,12,6,0.308,0.1304,24,93,75,16,8,0.213,0.086,596,103,10.3,28.0,59.5,20.3,20.2,19.0,25.5,59.7,28.7,7.3,4.1,7.3,46.1,86.0,26.7,0.643,72.7,97.5,119.7,45.8,11.6,12.2,43.5,49.2,Average,3.0,Pull Power,A-,Elevated power plane,49.2,Average,0.998,Good,11.7,65.5,99.0,0.687,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.6,32.6,Strong positive regression,Average Pull Power profile. 10.3% barrel rate; 86.0 mph average exit velocity; 25.5% air-ball rate; 59.7% pull-air rate; 7.3% HR-launch rate.,0.0452,0.0424,3.81,9,2,18.8,0.48,47.7,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,1.0,1.0,66.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,73.4,35.6,45.0,56.9,7.46,1.35,1.0,1.0,0.975,0.998,0.973,1.0,15.22,12.27,74.4,30.1,D,Probable SP unavailable; Lineup unconfirmed,,,,,,
7,2026-09-04,824146,2026-09-05T00:10:00Z,Scheduled,Daikin Park,Arizona Diamondbacks @ Houston Astros,Home,676369,Nelson Velázquez,Houston Astros,Arizona Diamondbacks,LF,R,No,,44,102,91,18,4,0,5,11,17,8,1,33,0.198,0.265,0.407,0.672,7,14,13,2,1,0.154,0.0714,10,19,17,2,1,0.118,0.0526,111,16,8.3,36.3,51.3,27.3,21.3,22.1,39.5,54.9,30.0,9.0,8.3,9.0,60.0,86.5,23.1,0.764,72.9,98.6,110.1,45.6,19.6,11.9,56.3,55.2,Average,3.0,Pull Power,A-,Elevated power plane,55.2,Average,1.015,Good,12.5,50.0,100.2,0.736,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.54,3.54,Positive regression,Average Pull Power profile. 8.3% barrel rate; 86.5 mph average exit velocity; 39.5% air-ball rate; 54.9% pull-air rate; 9.0% HR-launch rate.,0.049,0.0398,3.93,3,2,18.2,0.16,16.5,Very recent HR,518876.0,Merrill Kelly,R,RHB vs RHP,25,25,141.2,5.08,1.48,26,1.65,6.04,4.07,814.0,7.9,28.7,15.0,47.5,31.2,83.8,96.8,114.6,0.65,26.0,49.7,99.6,0.679,5.4,Changeup,R,RHB vs RHP,45.0,28,0.2,0.25,0.24,0.49,0,2,11,0.0,6.9,0.655,241,0.0332,6.9,0.602,0,0,0,0/0,,,,,0,0,0,47.6,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,436,4-Seam Fastball,31.422018348623855,137.0,Changeup,30.504587155963304,133.0,Curveball,11.238532110091743,49.0,Cutter,8.944954128440367,39.0,Slider,8.944954128440367,39.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.999,1.004,59.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,45.0,55.2,49.7,75.8,50.0,45.0,56.7,7.4,1.159,1.088,0.985,1.0,1.015,1.015,0.98,14.76,12.18,60.8,28.3,F,Lineup unconfirmed,Sinker,8.486238532110091,37.0,Pitch Out,0.45871559633027525,2.0
8,2026-09-04,824554,2026-09-04T23:40:00Z,Scheduled,Rate Field,Minnesota Twins @ Chicago White Sox,Home,695657,Colson Montgomery,Chicago White Sox,Minnesota Twins,SS,L,No,,132,558,498,106,22,0,29,64,79,47,11,189,0.213,0.294,0.432,0.726,11,48,42,7,2,0.167,0.0417,25,108,96,20,4,0.208,0.037,622,126,8.5,28.9,55.2,26.2,18.2,14.5,25.3,57.2,32.7,7.8,4.9,7.8,49.0,83.9,23.6,0.67,74.4,97.0,115.7,64.2,14.9,13.6,50.3,49.7,Average,3.0,Pull Power,A-,Elevated power plane,49.7,Average,0.999,Good,8.7,60.7,97.2,0.682,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.94,16.94,Strong positive regression,Average Pull Power profile. 8.5% barrel rate; 83.9 mph average exit velocity; 25.3% air-ball rate; 57.2% pull-air rate; 7.8% HR-launch rate.,0.052,0.0484,3.99,11,3,17.2,0.64,64.1,Recently homered,805673.0,Zebby Matthews,R,LHB vs RHP,19,19,112.0,4.58,1.26,19,1.53,7.47,2.57,620.0,6.5,27.1,13.7,47.9,31.0,85.0,96.4,112.8,0.55,19.0,56.8,100.0,0.676,9.1,4-Seam Fastball,L,LHB vs RHP,51.5,386,0.192,0.277,0.397,0.674,19,35,141,0.0492,8.9,0.665,265,0.0377,7.2,0.578,6,6,2,2/6,0.333,0.333,1.0,1.333,1,0,2,56.0,Neutral Matchup,Average,65.0,5,Pitch-level Statcast · last 5 MLB games,475,4-Seam Fastball,34.526315789473685,164.0,Slider,22.526315789473685,107.0,Changeup,13.894736842105264,66.0,Cutter,13.263157894736842,63.0,Curveball,10.105263157894736,48.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.014,0.99,63.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.5,46.2,56.8,63.3,50.0,45.0,56.3,7.24,0.927,1.069,1.025,1.0,0.999,0.999,1.0,17.97,12.2,85.0,32.6,D,Lineup unconfirmed,Sinker,5.684210526315789,27.0,,,
9,2026-09-04,823579,2026-09-04T23:10:00Z,Scheduled,Citi Field,San Francisco Giants @ New York Mets,Home,665742,Juan Soto,New York Mets,San Francisco Giants,LF,L,No,,89,377,310,87,8,2,23,49,55,64,0,51,0.281,0.402,0.542,0.944,5,18,17,4,2,0.235,0.1111,5,18,17,4,2,0.235,0.1111,437,16,10.9,36.5,52.3,22.2,24.9,24.3,38.9,50.6,31.6,12.9,7.3,12.9,60.5,86.9,19.6,0.731,70.6,99.4,113.7,29.8,20.8,9.9,62.0,58.0,Average,3.5,Pull Power,A,Excellent HR swing plane,58.0,Average,1.022,Good,18.8,50.0,101.8,0.812,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,42.83,19.83,Strong positive regression,Average Pull Power profile. 10.9% barrel rate; 86.9 mph average exit velocity; 38.9% air-ball rate; 50.6% pull-air rate; 12.9% HR-launch rate.,0.061,0.054,4.25,0,0,13.5,0.0,0.0,Very recent HR,683363.0,Matt Wilkinson,L,LHB vs LHP,3,3,11.2,4.63,1.11,1,0.77,4.63,1.54,69.0,2.9,30.4,17.4,45.5,27.5,84.2,95.7,108.2,0.491,1.0,67.3,100.0,0.769,9.7,4-Seam Fastball,L,LHB vs LHP,39.4,124,0.266,0.35,0.431,0.781,4,14,18,0.0323,6.2,0.541,9,0.0,0.0,0.251,0,0,0,0/0,,,,,0,0,0,51.3,Neutral Matchup,Average,50.0,3,Pitch-level Statcast · last 5 MLB games,181,4-Seam Fastball,54.69613259668508,99.0,Changeup,24.30939226519337,44.0,Slider,15.469613259668508,28.0,Cutter,5.524861878453039,10.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.035,0.954,62.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.4,32.2,67.3,92.8,50.0,45.0,56.0,7.15,1.233,0.992,0.985,1.03,1.022,1.053,0.98,21.02,15.3,78.4,39.9,D+,Lineup unconfirmed,,,,,,
10,2026-09-04,823824,2026-09-04T23:10:00Z,Scheduled,loanDepot park,Chicago Cubs @ Miami Marlins,Home,665052,Griffin Conine,Miami Marlins,Chicago Cubs,RF,L,No,,73,242,209,52,6,0,14,32,32,29,4,76,0.249,0.351,0.478,0.829,11,40,33,5,0,0.152,0.0,25,91,76,18,4,0.237,0.044,249,79,8.1,28.6,54.7,25.6,19.7,13.2,28.6,55.5,33.0,8.8,5.2,8.8,66.7,84.8,20.3,0.747,72.2,97.7,115.0,39.6,12.1,9.2,50.4,49.3,Average,3.0,Pull Power,A-,Elevated power plane,49.3,Average,0.998,Good,7.6,56.0,97.6,0.723,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,18.37,4.37,Strong positive regression,Average Pull Power profile. 8.1% barrel rate; 84.8 mph average exit velocity; 28.6% air-ball rate; 55.5% pull-air rate; 8.8% HR-launch rate.,0.0579,0.0493,4.09,40,13,14.9,2.68,267.9,Very long drought,684007.0,Shota Imanaga,L,LHB vs LHP,27,27,150.1,4.01,1.14,33,1.98,8.86,2.1,818.0,6.0,22.1,17.5,45.9,27.6,81.8,94.3,114.7,0.549,33.0,73.1,100.0,0.843,8.9,4-Seam Fastball,L,LHB vs LHP,43.8,48,0.178,0.229,0.178,0.407,0,2,15,0.0,1.8,0.478,172,0.064,7.9,0.607,0,0,0,0/0,,,,,0,0,0,55.3,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,428,4-Seam Fastball,42.05607476635514,180.0,Split-Finger,31.77570093457944,136.0,Sweeper,17.757009345794394,76.0,Sinker,3.97196261682243,17.0,Slider,3.2710280373831777,14.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.046,0.985,61.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.8,40.6,73.1,61.6,39.2,45.0,55.8,7.07,0.838,1.141,0.985,1.0,0.998,0.998,1.06,18.67,12.01,76.6,40.6,D+,Lineup unconfirmed,Curveball,1.1682242990654206,5.0,,,
