Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-08-19,822937,2026-08-19T22:40:00Z,Scheduled,Tropicana Field,Toronto Blue Jays @ Tampa Bay Rays,Home,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,3B,R,No,,125,547,477,131,18,1,35,77,79,66,2,102,0.275,0.364,0.537,0.901,11,49,44,8,2,0.182,0.0408,26,114,101,24,6,0.238,0.0526,23,23,0.0,17.4,40.0,46.7,13.3,13.0,21.7,60.0,17.4,0.0,0.0,0.0,,79.0,7.7,0.327,78.8,18.5,Weak,1.5,Pull Power,C,Low line-drive plane,18.5,Weak,0.912,Good,0.3,-34.7,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 79.0 mph average exit velocity; 21.7% air-ball rate; 60.0% pull-air rate; 0.0% HR-launch rate.,0.064,0.0582,4.17,26,6,13.6,1.91,190.8,Above normal drought,453286.0,Max Scherzer,R,RHB vs RHP,10,10,41.0,6.59,1.46,11,2.41,6.8,3.73,0.917,1.123,0.985,1.03,0.912,0.939,1.035,22.13,21.85,85.0,55.9,C+,Lineup unconfirmed
12,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,624413,Pete Alonso,Baltimore Orioles,New York Yankees,1B,R,No,,126,547,472,126,23,0,28,77,81,63,8,131,0.267,0.36,0.494,0.854,12,53,45,20,5,0.444,0.0943,25,109,98,34,7,0.347,0.0642,41,41,4.9,29.3,35.3,29.4,35.3,9.8,22.0,44.4,34.1,4.9,0.0,4.9,100.0,87.2,15.8,0.771,71.8,28.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,28.1,Weak,0.939,Good,1.99,-26.01,Strong negative regression,Weak Pull Power profile. 4.9% barrel rate; 87.2 mph average exit velocity; 22.0% air-ball rate; 44.4% pull-air rate; 4.9% HR-launch rate.,0.0512,0.0477,4.09,4,1,16.9,0.24,23.7,Very recent HR,701542.0,Will Warren,R,RHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,1.277,1.043,0.985,1.0,0.939,0.939,0.98,18.13,21.55,85.0,49.4,C,Lineup unconfirmed
13,2026-08-19,824076,2026-08-19T23:40:00Z,Scheduled,Kauffman Stadium,Athletics @ Kansas City Royals,Away,680869,Zack Gelof,Athletics,Kansas City Royals,3B,R,No,,75,281,256,70,12,1,14,50,34,19,4,69,0.273,0.333,0.492,0.825,8,34,29,8,3,0.276,0.0882,8,34,29,8,3,0.276,0.0882,32,32,9.4,21.9,35.3,29.4,35.3,15.6,25.0,37.5,31.2,9.4,6.2,9.4,66.7,80.9,20.4,0.735,72.1,33.5,Weak,2.5,Contact-First Profile,A-,Elevated power plane,33.5,Weak,0.954,Good,2.32,-11.68,Strong negative regression,Weak Contact-First Profile profile. 9.4% barrel rate; 80.9 mph average exit velocity; 25.0% air-ball rate; 37.5% pull-air rate; 9.4% HR-launch rate.,0.0498,0.0445,4.15,6,2,18.3,0.33,32.8,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.35,1.0,1.0,1.0,0.954,0.954,0.98,17.21,21.32,64.8,45.8,C-,Probable SP unavailable; Lineup unconfirmed
14,2026-08-19,824476,2026-08-19T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,DH,R,No,,95,379,337,70,16,0,18,32,50,35,4,135,0.208,0.288,0.415,0.703,13,52,42,11,4,0.262,0.0769,24,97,82,17,6,0.207,0.0619,34,34,5.9,38.2,70.0,20.0,10.0,17.6,38.2,69.2,38.2,8.8,5.9,8.8,100.0,88.1,20.7,0.64,72.0,44.6,Below Average,3.0,Pull Power,A-,Elevated power plane,44.6,Below Average,0.985,Good,2.27,-15.73,Strong negative regression,Below Average Pull Power profile. 5.9% barrel rate; 88.1 mph average exit velocity; 38.2% air-ball rate; 69.2% pull-air rate; 8.8% HR-launch rate.,0.0475,0.0438,3.93,20,6,18.7,1.07,106.8,Near normal interval,669461.0,Matthew Liberatore,L,RHB vs LHP,24,24,119.0,5.07,1.48,20,1.51,8.77,3.33,1.241,1.066,1.025,1.0,0.985,0.985,1.0,16.13,21.07,84.8,47.8,C-,Lineup unconfirmed
15,2026-08-19,822860,2026-08-20T00:05:00Z,Scheduled,Globe Life Field,Washington Nationals @ Texas Rangers,Home,592626,Joc Pederson,Texas Rangers,Washington Nationals,DH,L,No,,114,377,326,79,11,2,22,49,46,44,3,88,0.242,0.335,0.491,0.826,10,29,24,3,2,0.125,0.069,23,72,64,15,5,0.234,0.0694,16,16,0.0,43.8,57.1,14.3,28.6,12.5,12.5,50.0,6.2,0.0,0.0,0.0,,84.4,15.2,0.343,72.3,30.4,Weak,2.0,Pull Power,A,Excellent HR swing plane,30.4,Weak,0.945,Small Statcast sample,0.19,-21.81,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 84.4 mph average exit velocity; 12.5% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0584,0.052,4.09,15,6,14.8,1.01,101.2,Near normal interval,676917.0,Cade Cavalli,R,LHB vs RHP,26,26,136.2,3.36,1.24,15,0.99,9.94,2.7,1.132,0.982,1.025,1.0,0.945,0.945,1.0,19.62,21.01,82.8,49.0,C,Lineup unconfirmed
16,2026-08-19,824076,2026-08-19T23:40:00Z,Scheduled,Kauffman Stadium,Athletics @ Kansas City Royals,Home,695506,Jac Caglianone,Kansas City Royals,Athletics,RF,L,No,,118,459,425,118,22,2,22,58,60,29,4,118,0.278,0.329,0.494,0.823,12,49,47,22,4,0.468,0.0816,24,94,90,31,6,0.344,0.0638,34,34,5.9,41.2,63.2,15.8,21.1,14.7,26.5,66.7,29.4,5.9,2.9,5.9,50.0,88.9,16.1,0.673,74.4,39.3,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.3,Below Average,0.97,Good,2.16,-19.84,Strong negative regression,Below Average Pull Power profile. 5.9% barrel rate; 88.9 mph average exit velocity; 26.5% air-ball rate; 66.7% pull-air rate; 5.9% HR-launch rate.,0.0479,0.0446,4.09,15,4,19.3,0.78,77.6,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.26,1.0,1.0,1.0,0.97,0.97,1.0,17.03,20.5,74.5,45.9,C-,Probable SP unavailable; Lineup unconfirmed
17,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,687952,Christian Encarnacion-Strand,Baltimore Orioles,New York Yankees,3B,R,No,,25,92,84,22,4,0,6,8,22,5,1,22,0.262,0.308,0.524,0.832,12,42,39,10,3,0.256,0.0714,23,84,76,19,5,0.25,0.0595,37,37,8.1,27.0,44.4,27.8,27.8,21.6,29.7,54.5,32.4,8.1,5.4,8.1,100.0,84.5,27.4,0.811,72.8,37.7,Below Average,2.5,Pull Power,A-,Elevated power plane,37.7,Below Average,0.966,Good,2.67,-3.33,Negative regression,Below Average Pull Power profile. 8.1% barrel rate; 84.5 mph average exit velocity; 29.7% air-ball rate; 54.5% pull-air rate; 8.1% HR-launch rate.,0.0652,0.0464,4.09,3,1,14.0,0.21,21.4,Very recent HR,701542.0,Will Warren,R,RHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,1.169,1.043,0.985,1.03,0.966,0.995,0.98,17.67,20.44,65.3,44.6,C-,Lineup unconfirmed
18,2026-08-19,823424,2026-08-19T22:05:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Away,691788,Joe Mack,Miami Marlins,Philadelphia Phillies,C,L,No,,76,243,221,53,7,0,12,32,36,16,2,61,0.24,0.297,0.434,0.731,7,24,21,5,1,0.238,0.0417,19,61,56,13,4,0.232,0.0656,14,14,7.1,28.6,75.0,12.5,12.5,14.3,28.6,75.0,28.6,7.1,7.1,7.1,100.0,82.4,13.4,0.507,73.5,40.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.2,Below Average,0.973,Small Statcast sample,0.94,-11.06,Strong negative regression,Below Average Pull Power profile. 7.1% barrel rate; 82.4 mph average exit velocity; 28.6% air-ball rate; 75.0% pull-air rate; 7.1% HR-launch rate.,0.0494,0.0436,4.05,0,0,18.4,0.0,0.0,Very recent HR,605400.0,Aaron Nola,R,LHB vs RHP,25,25,130.0,5.33,1.45,30,2.08,9.55,3.18,1.081,1.157,1.025,1.0,0.973,0.973,0.98,16.53,19.89,74.2,43.4,C-,Lineup unconfirmed
19,2026-08-19,824722,2026-08-19T20:10:00Z,Scheduled,Fenway Park,Arizona Diamondbacks @ Boston Red Sox,Away,571448,Nolan Arenado,Arizona Diamondbacks,Boston Red Sox,3B,R,No,,118,458,406,98,20,1,20,58,62,42,7,93,0.241,0.321,0.443,0.764,10,40,37,8,4,0.216,0.1,24,95,82,19,7,0.232,0.0737,22,22,0.0,18.2,61.5,30.8,7.7,22.7,22.7,60.0,18.2,13.6,13.6,13.6,,81.5,8.4,0.34,71.0,36.4,Below Average,2.5,Pull Power,C,Low line-drive plane,36.4,Below Average,0.962,Good,0.61,-19.39,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 81.5 mph average exit velocity; 22.7% air-ball rate; 60.0% pull-air rate; 13.6% HR-launch rate.,0.0437,0.0412,4.05,2,1,20.3,0.1,9.9,Very recent HR,801139.0,Payton Tolle,L,RHB vs LHP,20,20,115.0,2.97,1.06,13,1.02,10.02,2.43,1.35,0.987,1.025,1.0,0.962,0.962,0.98,15.68,19.83,84.6,45.3,C-,Lineup unconfirmed
20,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,678246,Miguel Vargas,Chicago White Sox,Chicago Cubs,3B,R,No,,123,542,460,110,28,1,28,84,72,69,7,97,0.239,0.344,0.487,0.831,11,53,46,11,4,0.239,0.0755,25,115,100,21,7,0.21,0.0609,39,39,12.8,25.6,66.7,16.7,16.7,17.9,28.2,72.7,30.8,12.8,12.8,12.8,80.0,83.3,18.9,0.946,73.6,53.6,Average,3.0,Pull Power,A,Excellent HR swing plane,53.6,Average,1.01,Good,4.22,-23.78,Strong negative regression,Average Pull Power profile. 12.8% barrel rate; 83.3 mph average exit velocity; 28.2% air-ball rate; 72.7% pull-air rate; 12.8% HR-launch rate.,0.0517,0.0481,4.15,8,2,16.4,0.49,48.7,Recently homered,605280.0,Clay Holmes,R,RHB vs RHP,11,11,63.1,2.56,1.07,4,0.57,6.96,2.98,1.173,0.924,0.985,1.0,1.01,1.01,1.0,18.5,19.82,85.0,46.3,C-,Lineup unconfirmed
21,2026-08-19,823424,2026-08-19T22:05:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Away,681715,Heriberto Hernández,Miami Marlins,Philadelphia Phillies,LF,R,No,,95,347,311,71,13,1,18,35,51,33,2,98,0.228,0.305,0.45,0.755,11,47,41,8,2,0.195,0.0426,24,101,91,19,5,0.209,0.0495,26,26,15.4,19.2,50.0,40.0,10.0,7.7,23.1,66.7,38.5,11.5,7.7,11.5,50.0,83.0,10.0,1.03,71.6,51.6,Average,3.0,Pull Power,C,Low line-drive plane,51.6,Average,1.004,Good,3.12,-14.88,Strong negative regression,Average Pull Power profile. 15.4% barrel rate; 83.0 mph average exit velocity; 23.1% air-ball rate; 66.7% pull-air rate; 11.5% HR-launch rate.,0.0519,0.0468,4.05,8,2,17.3,0.46,46.3,Recently homered,605400.0,Aaron Nola,R,RHB vs RHP,25,25,130.0,5.33,1.45,30,2.08,9.55,3.18,0.991,1.157,0.985,1.0,1.004,1.004,1.0,17.63,19.8,84.8,45.1,C-,Lineup unconfirmed
22,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Away,663757,Trent Grisham,New York Yankees,Baltimore Orioles,CF,L,No,,105,419,366,82,19,2,17,61,54,49,0,73,0.224,0.313,0.426,0.739,10,40,39,13,5,0.333,0.125,25,99,92,20,6,0.217,0.0606,26,26,3.8,46.2,66.7,20.0,13.3,19.2,42.3,72.7,30.8,19.2,15.4,19.2,300.0,86.0,27.3,0.582,70.9,55.0,Average,3.0,Pull Power,A-,Elevated power plane,55.0,Average,1.014,Good,1.67,-15.33,Strong negative regression,Average Pull Power profile. 3.8% barrel rate; 86.0 mph average exit velocity; 42.3% air-ball rate; 72.7% pull-air rate; 19.2% HR-launch rate.,0.0406,0.0387,4.05,0,0,21.5,0.0,0.0,Very recent HR,605135.0,Chris Bassitt,R,LHB vs RHP,13,11,61.2,5.11,1.62,6,0.88,5.84,3.65,1.35,0.969,1.025,1.0,1.014,1.014,0.98,14.76,19.29,84.9,44.1,C-,Lineup unconfirmed
23,2026-08-19,822937,2026-08-19T22:40:00Z,Scheduled,Tropicana Field,Toronto Blue Jays @ Tampa Bay Rays,Home,683748,Victor Mesa Jr.,Tampa Bay Rays,Toronto Blue Jays,RF,L,No,,56,179,159,34,3,2,10,20,22,16,1,40,0.214,0.288,0.447,0.735,8,28,26,6,2,0.231,0.0714,19,63,58,12,2,0.207,0.0317,13,13,0.0,23.1,22.2,33.3,44.4,38.5,61.5,25.0,23.1,0.0,0.0,0.0,,80.9,28.5,0.201,69.8,26.1,Weak,2.0,Contact-First Profile,C+,High fly-ball plane,26.1,Weak,0.933,Small Statcast sample,0.07,-9.93,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 80.9 mph average exit velocity; 61.5% air-ball rate; 25.0% pull-air rate; 0.0% HR-launch rate.,0.0559,0.0463,3.93,8,4,15.9,0.5,50.3,Recently homered,453286.0,Max Scherzer,R,LHB vs RHP,10,10,41.0,6.59,1.46,11,2.41,6.8,3.73,1.063,1.123,1.025,1.0,0.933,0.933,1.0,16.99,19.21,69.8,41.8,D+,Lineup unconfirmed
